,model_path,train_data_path,valid_data_path,vocab_path,model_type,max_length,hidden_size,kernel_size,num_layers,epoch,batch_size,pooling_style,optimizer,learning_rate,pretrain_model_path,seed,accurancy,class_num,vocab_size
115,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,128,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
116,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,256,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
117,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,256,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
118,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,256,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
119,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,256,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8282828282828283,2.0,4622.0
120,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,128,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
121,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,128,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
122,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,128,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
123,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,128,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
124,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,256,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
125,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,256,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
126,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,256,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
127,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,rcnn,30,256,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
128,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,128,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8484848484848485,2.0,4622.0
129,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,128,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8383838383838383,2.0,4622.0
130,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,128,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8383838383838383,2.0,4622.0
131,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,128,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
132,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,256,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
133,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,256,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8585858585858586,2.0,4622.0
134,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,256,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8383838383838383,2.0,4622.0
135,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,256,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8383838383838383,2.0,4622.0
136,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,128,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
137,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,128,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
138,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,128,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
139,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,128,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
140,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,256,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
141,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,256,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
142,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,256,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
143,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert,30,256,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.898989898989899,2.0,4622.0
144,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,128,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
145,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,128,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8383838383838383,2.0,4622.0
146,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,128,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8585858585858586,2.0,4622.0
147,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,128,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8585858585858586,2.0,4622.0
148,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,256,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8080808080808081,2.0,4622.0
149,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,256,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8484848484848485,2.0,4622.0
150,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,256,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
151,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,256,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
152,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,128,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8585858585858586,2.0,4622.0
153,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,128,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.9090909090909091,2.0,4622.0
154,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,128,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
155,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,128,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
156,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,256,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.898989898989899,2.0,4622.0
157,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,256,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.9191919191919192,2.0,4622.0
158,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,256,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
159,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_lstm,30,256,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
160,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,128,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8484848484848485,2.0,4622.0
161,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
162,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
163,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8282828282828283,2.0,4622.0
164,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,256,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8585858585858586,2.0,4622.0
165,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
166,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
167,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
168,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,128,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
169,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
170,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
171,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
172,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,256,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.898989898989899,2.0,4622.0
173,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
174,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
175,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_cnn,30,768,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
176,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,128,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8282828282828283,2.0,4622.0
177,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,128,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
178,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,128,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
179,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,128,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8282828282828283,2.0,4622.0
180,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,256,3,2,15,64,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.7878787878787878,2.0,4622.0
181,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,256,3,2,15,64,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.898989898989899,2.0,4622.0
182,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,256,3,2,15,128,avg,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8484848484848485,2.0,4622.0
183,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,256,3,2,15,128,max,adam,0.001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
184,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,128,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8484848484848485,2.0,4622.0
185,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,128,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.9090909090909091,2.0,4622.0
186,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,128,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.9090909090909091,2.0,4622.0
187,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,128,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8787878787878788,2.0,4622.0
188,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,256,3,2,15,64,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8484848484848485,2.0,4622.0
189,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,256,3,2,15,64,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8888888888888888,2.0,4622.0
190,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,256,3,2,15,128,avg,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8484848484848485,2.0,4622.0
191,output,文本分类练习Train.csv,文本分类练习Test.csv,chars.txt,bert_mid_layer,30,256,3,2,15,128,max,adam,0.0001,E:\学习资料_summary\八斗课程-精品班\第六周\bert-base-chinese,987,0.8686868686868687,2.0,4622.0
