schema_path,max_length,hidden_size,epoch,batch_size,epoch_data_size,positive_sample_rate,optimizer,learning_rate,loss_type,bert,vocab_size,model_type,acc
../data/schema.json,45,512,20,8,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.905172414
../data/schema.json,45,64,20,2,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.905172414
../data/schema.json,45,128,20,4,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.905172414
../data/schema.json,45,128,20,8,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.905172414
../data/schema.json,45,512,20,128,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.905172414
../data/schema.json,45,256,20,64,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.903017241
../data/schema.json,45,256,20,2,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.903017241
../data/schema.json,45,512,20,4,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.903017241
../data/schema.json,45,64,20,32,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.903017241
../data/schema.json,45,128,20,64,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.900862069
../data/schema.json,45,128,20,2,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.900862069
../data/schema.json,45,512,20,16,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.900862069
../data/schema.json,45,64,20,16,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.898706897
../data/schema.json,45,128,20,8,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.898706897
../data/schema.json,45,64,20,8,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.898706897
../data/schema.json,45,128,20,16,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.898706897
../data/schema.json,45,128,20,4,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.896551724
../data/schema.json,45,256,20,128,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.896551724
../data/schema.json,45,128,20,128,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.896551724
../data/schema.json,45,64,20,32,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.896551724
../data/schema.json,45,128,20,32,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.896551724
../data/schema.json,45,128,20,32,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.894396552
../data/schema.json,45,512,20,128,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.894396552
../data/schema.json,45,512,20,32,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.894396552
../data/schema.json,45,128,20,2,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.894396552
../data/schema.json,45,512,20,64,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.894396552
../data/schema.json,45,256,20,4,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.894396552
../data/schema.json,45,256,20,8,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.894396552
../data/schema.json,45,512,20,2,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.892241379
../data/schema.json,45,256,20,64,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.892241379
../data/schema.json,45,512,20,32,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.892241379
../data/schema.json,45,64,20,32,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.890086207
../data/schema.json,45,128,20,64,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.890086207
../data/schema.json,45,512,20,8,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.890086207
../data/schema.json,45,128,20,16,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.887931034
../data/schema.json,45,128,20,128,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.887931034
../data/schema.json,45,256,20,8,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.887931034
../data/schema.json,45,512,20,16,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.887931034
../data/schema.json,45,256,20,32,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.887931034
../data/schema.json,45,512,20,64,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.887931034
../data/schema.json,45,64,20,2,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.885775862
../data/schema.json,45,64,20,128,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.885775862
../data/schema.json,45,512,20,2,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.885775862
../data/schema.json,45,64,20,8,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.88362069
../data/schema.json,45,256,20,32,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.88362069
../data/schema.json,45,512,20,4,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.88362069
../data/schema.json,45,64,20,2,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.881465517
../data/schema.json,45,512,20,64,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.881465517
../data/schema.json,45,64,20,64,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.879310345
../data/schema.json,45,256,20,16,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.879310345
../data/schema.json,45,64,20,128,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.877155172
../data/schema.json,45,64,20,2,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.877155172
../data/schema.json,45,256,20,128,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.877155172
../data/schema.json,45,256,20,2,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.877155172
../data/schema.json,45,64,20,4,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.875
../data/schema.json,45,64,20,16,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.875
../data/schema.json,45,512,20,128,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.875
../data/schema.json,45,64,20,64,400,0.5,adam,0.001,triple_loss,FALSE,4622,layer,0.875
../data/schema.json,45,64,20,4,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.872844828
../data/schema.json,45,128,20,64,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.872844828
../data/schema.json,45,128,20,2,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.870689655
../data/schema.json,45,128,20,8,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.870689655
../data/schema.json,45,256,20,32,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.870689655
../data/schema.json,45,256,20,16,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.870689655
../data/schema.json,45,64,20,8,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.86637931
../data/schema.json,45,128,20,4,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.86637931
../data/schema.json,45,256,20,32,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.864224138
../data/schema.json,45,256,20,64,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.859913793
../data/schema.json,45,256,20,64,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.859913793
../data/schema.json,45,64,20,16,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.857758621
../data/schema.json,45,512,20,128,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.857758621
../data/schema.json,45,128,20,4,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.855603448
../data/schema.json,45,128,20,8,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.855603448
../data/schema.json,45,128,20,128,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.853448276
../data/schema.json,45,64,20,2,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.851293103
../data/schema.json,45,64,20,8,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.851293103
../data/schema.json,45,128,20,16,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.851293103
../data/schema.json,45,64,20,2,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.844827586
../data/schema.json,45,64,20,4,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.840517241
../data/schema.json,45,256,20,128,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.840517241
../data/schema.json,45,128,20,128,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.840517241
../data/schema.json,45,256,20,128,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.840517241
../data/schema.json,45,64,20,64,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.834051724
../data/schema.json,45,128,20,64,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.834051724
../data/schema.json,45,128,20,128,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.834051724
../data/schema.json,45,128,20,16,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.834051724
../data/schema.json,45,64,20,32,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.831896552
../data/schema.json,45,128,20,32,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.831896552
../data/schema.json,45,128,20,64,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.831896552
../data/schema.json,45,128,20,32,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.823275862
../data/schema.json,45,64,20,32,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.82112069
../data/schema.json,45,64,20,128,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.814655172
../data/schema.json,45,64,20,64,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.814655172
../data/schema.json,45,64,20,8,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.810344828
../data/schema.json,45,64,20,64,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.806034483
../data/schema.json,45,64,20,16,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.799568966
../data/schema.json,45,64,20,4,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.793103448
../data/schema.json,45,64,20,16,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.780172414
../data/schema.json,45,64,20,128,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.780172414
../data/schema.json,45,64,20,128,400,0.5,adam,0.0001,triple_loss,FALSE,4622,layer,0.780172414
../data/schema.json,45,64,20,64,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.780172414
../data/schema.json,45,64,20,128,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.775862069
../data/schema.json,45,64,20,32,400,0.5,adam,1.00E-05,triple_loss,FALSE,4622,layer,0.767241379
../data/schema.json,45,256,20,2,400,0.5,adam,0.001,triple_loss,True,4622,bert,0.4331896551724138
../data/schema.json,45,256,20,2,400,0.5,adam,0.1,triple_loss,True,bert,4622,0.3728448275862069
../data/schema.json,45,256,20,4,400,0.5,adam,0.1,triple_loss,True,bert,4622,0.39870689655172414
../data/schema.json,45,256,20,8,400,0.5,adam,0.1,triple_loss,True,bert,4622,0.25862068965517243
../data/schema.json,45,256,20,16,400,0.5,adam,0.1,triple_loss,True,bert,4622,0.29310344827586204
../data/schema.json,45,256,20,32,400,0.5,adam,0.1,triple_loss,True,bert,4622,0.19181034482758622
../data/schema.json,45,256,20,64,400,0.5,adam,0.1,triple_loss,True,bert,4622,0.3577586206896552
../data/schema.json,45,256,20,128,400,0.5,adam,0.1,triple_loss,True,bert,4622,0.33189655172413796
../data/schema.json,45,256,20,2,400,0.5,adam,0.01,triple_loss,True,bert,4622,0.3254310344827586
../data/schema.json,45,256,20,4,400,0.5,adam,0.01,triple_loss,True,bert,4622,0.2607758620689655
../data/schema.json,45,256,20,8,400,0.5,adam,0.01,triple_loss,True,bert,4622,0.31896551724137934
../data/schema.json,45,256,20,16,400,0.5,adam,0.01,triple_loss,True,bert,4622,0.17456896551724138
../data/schema.json,45,256,20,32,400,0.5,adam,0.01,triple_loss,True,bert,4622,0.19181034482758622
../data/schema.json,45,256,20,64,400,0.5,adam,0.01,triple_loss,True,bert,4622,0.19827586206896552
../data/schema.json,45,256,20,128,400,0.5,adam,0.01,triple_loss,True,bert,4622,0.2952586206896552
../data/schema.json,45,256,20,2,400,0.5,adam,0.001,triple_loss,True,bert,4622,0.22198275862068967
../data/schema.json,45,256,20,4,400,0.5,adam,0.001,triple_loss,True,bert,4622,0.11206896551724138
../data/schema.json,45,256,20,8,400,0.5,adam,0.001,triple_loss,True,bert,4622,0.125
../data/schema.json,45,256,20,16,400,0.5,adam,0.001,triple_loss,True,bert,4622,0.11206896551724138
../data/schema.json,45,256,20,32,400,0.5,adam,0.001,triple_loss,True,bert,4622,0.17025862068965517
../data/schema.json,45,256,20,64,400,0.5,adam,0.001,triple_loss,True,bert,4622,0.07758620689655173
../data/schema.json,45,256,20,128,400,0.5,adam,0.001,triple_loss,True,bert,4622,0.41594827586206895
../data/schema.json,45,256,20,2,400,0.5,adam,0.0001,triple_loss,True,bert,4622,0.09913793103448276
../data/schema.json,45,256,20,4,400,0.5,adam,0.0001,triple_loss,True,bert,4622,0.14655172413793102
../data/schema.json,45,256,20,8,400,0.5,adam,0.0001,triple_loss,True,bert,4622,0.07543103448275862
../data/schema.json,45,256,20,16,400,0.5,adam,0.0001,triple_loss,True,bert,4622,0.07758620689655173
../data/schema.json,45,256,20,32,400,0.5,adam,0.0001,triple_loss,True,bert,4622,0.14224137931034483
../data/schema.json,45,256,20,64,400,0.5,adam,0.0001,triple_loss,True,bert,4622,0.17456896551724138
../data/schema.json,45,256,20,128,400,0.5,adam,0.0001,triple_loss,True,bert,4622,0.17456896551724138
../data/schema.json,45,256,20,2,400,0.5,adam,1e-05,triple_loss,True,bert,4622,0.1724137931034483
../data/schema.json,45,256,20,4,400,0.5,adam,1e-05,triple_loss,True,bert,4622,0.2974137931034483
../data/schema.json,45,256,20,8,400,0.5,adam,1e-05,triple_loss,True,bert,4622,0.29310344827586204
../data/schema.json,45,256,20,16,400,0.5,adam,1e-05,triple_loss,True,bert,4622,0.1896551724137931
../data/schema.json,45,256,20,32,400,0.5,adam,1e-05,triple_loss,True,bert,4622,0.28448275862068967
../data/schema.json,45,256,20,64,400,0.5,adam,1e-05,triple_loss,True,bert,4622,0.25646551724137934
../data/schema.json,45,256,20,128,400,0.5,adam,1e-05,triple_loss,True,bert,4622,0.17025862068965517
