模型, 长度,学习率, 优化器类型,batch_size,hidden_size,pooling_style,epoch_num,kernel_size,time,acc
gru,100,1.00E-05,adam,768,64,avg,20,3,1.026504755,0.05
lstm,30,0.001,adam,768,64,avg,20,4,0.873844147,0.047222222
lstm,30,0.001,SGD,64,64,max,10,3,1.828011513,0.047222222
lstm,30,0.001,SGD,64,768,max,20,3,7.230195045,0.047222222
lstm,30,0.0001,adam,64,64,avg,10,3,2.420524836,0.047222222
lstm,30,0.0001,adam,64,64,avg,10,4,2.472547531,0.047222222
lstm,30,0.0001,adam,768,64,avg,10,3,0.886580229,0.047222222
lstm,30,0.0001,SGD,768,64,max,20,3,1.196373463,0.047222222
lstm,30,0.0001,SGD,768,768,avg,10,4,6.224306583,0.047222222
lstm,30,1.00E-05,SGD,64,768,avg,10,4,7.244436026,0.047222222
lstm,30,1.00E-05,SGD,64,768,avg,20,4,7.332988024,0.047222222
lstm,30,1.00E-05,SGD,64,768,max,20,4,7.197612047,0.047222222
lstm,30,1.00E-05,SGD,768,768,max,20,4,6.240887403,0.047222222
lstm,50,0.001,SGD,64,64,avg,10,3,2.388062477,0.047222222
lstm,50,0.001,SGD,64,64,avg,10,4,2.72838521,0.047222222
lstm,50,0.001,SGD,768,768,max,20,4,7.350041628,0.047222222
lstm,50,0.0001,adam,64,64,max,10,3,2.600079536,0.047222222
lstm,50,0.0001,adam,768,64,avg,10,3,1.101539373,0.047222222
lstm,50,0.0001,SGD,768,768,max,10,4,7.31983757,0.047222222
lstm,50,1.00E-05,adam,768,64,avg,20,3,0.990390062,0.047222222
lstm,50,1.00E-05,adam,768,64,max,10,3,1.121034861,0.047222222
lstm,50,1.00E-05,adam,768,768,max,10,4,7.349624634,0.047222222
lstm,50,1.00E-05,SGD,64,768,avg,10,3,8.393509626,0.047222222
lstm,50,1.00E-05,SGD,64,768,avg,20,3,8.509276628,0.047222222
lstm,50,1.00E-05,SGD,768,64,avg,20,3,0.967043638,0.047222222
lstm,100,0.001,SGD,64,64,max,20,3,2.412608862,0.047222222
lstm,100,0.001,SGD,64,64,max,20,4,2.355178595,0.047222222
lstm,100,0.001,SGD,64,768,avg,10,3,12.495296,0.047222222
lstm,100,0.001,SGD,768,64,avg,10,3,1.065429926,0.047222222
lstm,100,0.0001,adam,64,64,avg,20,4,2.746047735,0.047222222
lstm,100,1.00E-05,adam,64,64,avg,20,3,2.484823465,0.047222222
lstm,100,1.00E-05,adam,64,64,max,20,3,2.842967272,0.047222222
lstm,100,1.00E-05,adam,768,768,max,20,4,11.06830025,0.047222222
lstm,100,1.00E-05,SGD,64,768,max,20,3,12.25111508,0.047222222
lstm,100,1.00E-05,SGD,64,768,max,20,4,12.36164141,0.047222222
lstm,100,1.00E-05,SGD,768,768,max,20,4,10.94800162,0.047222222
lstm,200,0.001,SGD,64,64,avg,10,3,2.197529316,0.047222222
lstm,200,0.001,SGD,64,64,avg,10,4,2.270514011,0.047222222
lstm,200,0.001,SGD,64,768,max,20,3,21.22135735,0.047222222
lstm,200,0.001,SGD,768,64,max,20,4,1.06923008,0.047222222
lstm,200,0.0001,adam,768,64,avg,10,3,1.10985136,0.047222222
lstm,200,0.0001,SGD,64,64,max,20,4,2.235852242,0.047222222
lstm,200,0.0001,SGD,64,768,avg,10,3,21.07268286,0.047222222
lstm,200,0.0001,SGD,64,768,max,10,3,21.3264854,0.047222222
lstm,200,0.0001,SGD,64,768,max,20,3,21.34039402,0.047222222
lstm,200,0.0001,SGD,64,768,max,20,4,21.35835171,0.047222222
lstm,200,0.0001,SGD,768,768,max,10,4,19.85963249,0.047222222
lstm,200,1.00E-05,adam,64,64,avg,10,4,2.530200958,0.047222222
lstm,200,1.00E-05,adam,768,64,max,10,4,1.081439972,0.047222222
lstm,200,1.00E-05,SGD,64,64,avg,10,4,2.284518719,0.047222222
lstm,200,1.00E-05,SGD,64,768,avg,20,3,21.24208689,0.047222222
gru,30,0.001,SGD,64,768,avg,10,3,6.191373587,0.047222222
gru,30,0.001,SGD,64,768,avg,20,4,7.317367792,0.047222222
gru,30,0.001,SGD,768,768,max,20,3,5.248015404,0.047222222
gru,30,0.0001,adam,768,64,avg,20,3,1.153398275,0.047222222
gru,30,0.0001,SGD,64,64,avg,10,4,2.437280416,0.047222222
gru,30,0.0001,SGD,64,64,max,10,4,2.65094161,0.047222222
gru,30,0.0001,SGD,768,64,max,10,3,1.024159908,0.047222222
gru,30,0.0001,SGD,768,768,avg,10,4,5.0514884,0.047222222
gru,30,0.0001,SGD,768,768,max,20,4,5.142968655,0.047222222
gru,30,1.00E-05,adam,64,64,avg,20,4,4.166392803,0.047222222
gru,30,1.00E-05,adam,768,64,avg,10,4,0.967740059,0.047222222
gru,30,1.00E-05,adam,768,768,avg,10,4,5.302483797,0.047222222
gru,30,1.00E-05,SGD,64,64,max,10,4,2.576015472,0.047222222
gru,50,0.001,SGD,64,768,avg,20,3,6.678685188,0.047222222
gru,50,0.0001,adam,768,64,avg,20,3,0.900085211,0.047222222
gru,50,0.0001,SGD,64,64,avg,20,3,2.349566936,0.047222222
gru,50,0.0001,SGD,64,64,max,10,4,2.057426929,0.047222222
gru,50,0.0001,SGD,64,768,avg,10,4,6.844128847,0.047222222
gru,50,0.0001,SGD,64,768,max,20,3,6.624068022,0.047222222
gru,50,0.0001,SGD,768,768,avg,20,4,6.448642731,0.047222222
gru,50,1.00E-05,adam,64,64,max,20,3,2.219841003,0.047222222
gru,50,1.00E-05,adam,768,64,avg,10,3,0.803684235,0.047222222
gru,50,1.00E-05,SGD,64,768,max,10,4,8.466572285,0.047222222
gru,50,1.00E-05,SGD,768,64,max,20,4,0.950042963,0.047222222
gru,100,0.001,SGD,64,768,avg,20,4,10.342906,0.047222222
gru,100,0.0001,adam,64,64,avg,20,4,3.016153336,0.047222222
gru,100,0.0001,SGD,768,64,avg,20,3,0.886876822,0.047222222
gru,100,0.0001,SGD,768,64,max,10,3,0.90408349,0.047222222
gru,100,1.00E-05,adam,64,64,avg,10,4,2.912888765,0.047222222
gru,100,1.00E-05,adam,64,64,avg,20,3,2.52486825,0.047222222
gru,100,1.00E-05,adam,768,64,avg,10,4,0.913038731,0.047222222
lstm,30,0.001,SGD,64,768,max,10,4,7.172376394,0.044444444
lstm,30,0.001,SGD,768,64,avg,20,4,1.02328968,0.044444444
lstm,30,0.001,SGD,768,768,max,10,4,6.203408957,0.044444444
lstm,30,0.0001,SGD,768,64,avg,10,3,0.823154449,0.044444444
lstm,30,0.0001,SGD,768,768,max,10,3,6.508829355,0.044444444
lstm,30,1.00E-05,adam,768,768,max,20,4,6.323427916,0.044444444
lstm,50,0.001,SGD,64,64,max,20,3,2.303709507,0.044444444
lstm,50,0.001,SGD,64,768,max,20,3,8.560698986,0.044444444
lstm,50,0.0001,adam,768,64,avg,20,3,1.200653315,0.044444444
lstm,50,1.00E-05,adam,768,64,avg,10,4,1.078110218,0.044444444
lstm,50,1.00E-05,adam,768,64,max,20,3,1.145549536,0.044444444
lstm,50,1.00E-05,SGD,768,768,max,10,4,7.984201431,0.044444444
lstm,50,1.00E-05,SGD,768,768,max,20,3,7.461036205,0.044444444
lstm,100,0.001,SGD,64,64,avg,20,4,2.484427452,0.044444444
lstm,100,0.001,SGD,768,64,avg,20,3,1.107963562,0.044444444
lstm,100,0.0001,SGD,64,64,max,10,3,2.496882677,0.044444444
lstm,100,0.0001,SGD,64,768,max,10,3,12.39609146,0.044444444
lstm,100,0.0001,SGD,768,64,max,20,4,1.211496115,0.044444444
lstm,100,1.00E-05,SGD,64,64,avg,10,3,2.343304396,0.044444444
lstm,200,0.001,adam,768,64,avg,10,3,1.103317499,0.044444444
lstm,200,0.001,adam,768,64,avg,20,4,1.043504477,0.044444444
lstm,200,0.001,SGD,64,768,avg,10,3,21.05327225,0.044444444
lstm,200,0.0001,adam,768,64,max,20,3,1.156764746,0.044444444
lstm,200,0.0001,SGD,64,64,avg,20,4,2.315799952,0.044444444
lstm,200,1.00E-05,adam,64,64,avg,20,3,2.521800756,0.044444444
lstm,200,1.00E-05,adam,768,64,avg,10,3,1.211177588,0.044444444
lstm,200,1.00E-05,SGD,768,64,max,20,3,1.042580843,0.044444444
gru,30,0.001,SGD,768,64,max,20,3,0.944651842,0.044444444
gru,30,0.001,SGD,768,768,avg,10,3,5.20839262,0.044444444
gru,30,0.001,SGD,768,768,avg,20,4,5.023840904,0.044444444
gru,30,0.0001,adam,64,64,max,10,4,1.833435059,0.044444444
gru,30,0.0001,adam,768,64,avg,10,3,1.025871038,0.044444444
gru,30,0.0001,adam,768,64,max,10,3,1.403340578,0.044444444
gru,30,0.0001,SGD,768,64,avg,10,4,0.91318059,0.044444444
gru,30,1.00E-05,SGD,768,768,avg,20,3,5.097267151,0.044444444
gru,50,0.001,SGD,64,64,max,10,4,2.24272871,0.044444444
gru,50,0.001,SGD,64,768,max,10,4,7.353315592,0.044444444
gru,50,0.001,SGD,768,64,max,20,3,1.016242504,0.044444444
gru,50,0.0001,SGD,768,64,max,10,3,1.055812597,0.044444444
gru,50,1.00E-05,adam,768,768,avg,10,4,6.515452623,0.044444444
gru,50,1.00E-05,SGD,64,64,avg,20,3,2.093380213,0.044444444
gru,100,0.001,SGD,768,768,avg,10,4,9.64898181,0.044444444
gru,100,0.0001,adam,768,64,avg,20,4,1.382891417,0.044444444
gru,100,0.0001,SGD,64,64,avg,10,4,2.203376293,0.044444444
gru,100,0.0001,SGD,64,768,avg,10,4,10.12523556,0.044444444
gru,100,1.00E-05,adam,64,64,avg,20,4,2.072434425,0.044444444
lstm,30,0.001,adam,768,64,max,20,3,0.907802582,0.041666667
lstm,30,0.001,SGD,768,64,avg,20,3,1.033568144,0.041666667
lstm,30,0.0001,adam,64,64,max,10,3,2.536747694,0.041666667
lstm,30,0.0001,adam,768,64,max,10,3,1.059590101,0.041666667
lstm,30,1.00E-05,adam,64,64,max,20,4,2.488651037,0.041666667
lstm,30,1.00E-05,SGD,64,64,avg,20,3,2.440395355,0.041666667
lstm,50,0.001,adam,768,64,max,20,3,1.056880951,0.041666667
lstm,50,0.001,SGD,64,768,avg,10,3,8.391014576,0.041666667
lstm,50,0.0001,SGD,64,64,max,10,3,2.21952486,0.041666667
lstm,50,0.0001,SGD,64,768,avg,20,3,8.311681032,0.041666667
lstm,50,0.0001,SGD,768,768,max,10,3,7.499566793,0.041666667
lstm,50,1.00E-05,adam,64,768,avg,10,3,9.480643749,0.041666667
lstm,50,1.00E-05,SGD,768,768,avg,20,4,8.484269381,0.041666667
lstm,100,0.0001,adam,64,64,avg,10,3,2.51748085,0.041666667
lstm,100,0.0001,SGD,64,768,avg,20,3,12.46236372,0.041666667
lstm,100,0.0001,SGD,64,768,avg,20,4,12.07598591,0.041666667
lstm,100,0.0001,SGD,768,768,max,10,4,10.80064845,0.041666667
lstm,100,1.00E-05,SGD,64,768,avg,10,4,12.68056655,0.041666667
lstm,200,0.001,adam,768,64,max,20,3,1.083548784,0.041666667
lstm,200,0.0001,adam,64,64,avg,10,4,2.657530546,0.041666667
lstm,200,0.0001,adam,768,64,max,10,3,1.042273283,0.041666667
lstm,200,0.0001,SGD,64,64,max,10,4,2.387761354,0.041666667
lstm,200,0.0001,SGD,768,768,avg,10,4,19.89803672,0.041666667
lstm,200,1.00E-05,adam,768,768,max,10,4,19.89499736,0.041666667
lstm,200,1.00E-05,SGD,768,768,avg,10,3,20.20202494,0.041666667
gru,30,1.00E-05,adam,64,64,avg,10,4,2.348620176,0.041666667
gru,50,0.001,SGD,768,64,avg,10,4,0.720592976,0.041666667
gru,50,0.001,SGD,768,768,max,20,3,6.253413439,0.041666667
gru,50,0.0001,adam,768,64,avg,10,4,0.811173916,0.041666667
gru,50,0.0001,SGD,768,768,avg,20,3,6.446563005,0.041666667
gru,100,0.001,SGD,768,768,avg,20,3,9.682152033,0.041666667
gru,100,0.0001,SGD,768,768,max,10,3,9.451305628,0.041666667
lstm,30,0.001,adam,768,64,max,10,4,0.939855099,0.038888889
lstm,30,0.001,SGD,64,768,avg,10,3,6.886674643,0.038888889
lstm,30,0.0001,SGD,64,768,avg,20,3,7.349125147,0.038888889
lstm,30,1.00E-05,adam,768,64,avg,10,3,1.140728951,0.038888889
lstm,30,1.00E-05,SGD,768,768,max,10,3,6.205798626,0.038888889
lstm,50,0.0001,adam,64,64,avg,20,4,2.523594379,0.038888889
lstm,50,0.0001,SGD,64,768,max,20,4,8.162647009,0.038888889
lstm,50,1.00E-05,SGD,64,768,max,20,3,8.31061101,0.038888889
lstm,100,0.001,adam,768,64,max,20,3,1.190001488,0.038888889
lstm,100,0.001,SGD,64,768,avg,20,4,12.32716417,0.038888889
lstm,100,0.0001,SGD,64,768,max,20,3,12.47653723,0.038888889
lstm,100,0.0001,SGD,768,64,max,10,4,1.024670362,0.038888889
lstm,100,1.00E-05,adam,64,768,avg,20,4,12.95158529,0.038888889
lstm,200,0.0001,adam,64,64,avg,10,3,2.136120796,0.038888889
gru,30,0.0001,SGD,64,64,max,20,4,3.019148827,0.038888889
gru,30,1.00E-05,adam,768,768,max,10,3,5.221001148,0.038888889
gru,30,1.00E-05,SGD,768,64,avg,10,4,1.07299304,0.038888889
gru,30,1.00E-05,SGD,768,768,max,20,3,5.49501133,0.038888889
gru,50,0.001,adam,768,64,max,20,4,1.385826349,0.038888889
gru,50,0.0001,adam,64,64,avg,10,3,1.942211151,0.038888889
gru,50,0.0001,SGD,768,64,avg,20,3,0.906877756,0.038888889
gru,50,1.00E-05,SGD,768,768,max,20,3,6.381206989,0.038888889
gru,100,0.001,SGD,64,64,max,20,4,2.201203108,0.038888889
gru,100,0.001,SGD,768,768,max,10,4,9.514091253,0.038888889
gru,100,0.0001,SGD,768,768,avg,20,4,9.335007668,0.038888889
gru,100,1.00E-05,adam,768,64,avg,10,3,0.90272069,0.038888889
lstm,30,0.001,adam,768,64,avg,10,4,0.689783335,0.036111111
lstm,30,0.001,adam,768,64,max,10,3,0.804364204,0.036111111
lstm,30,0.001,SGD,64,64,avg,10,3,1.816725969,0.036111111
lstm,30,0.001,SGD,64,768,max,10,3,7.506867886,0.036111111
lstm,30,0.001,SGD,768,64,max,10,3,1.223249912,0.036111111
lstm,30,0.001,SGD,768,768,max,20,3,6.28621769,0.036111111
lstm,30,0.0001,adam,64,64,avg,20,3,2.834314108,0.036111111
lstm,30,0.0001,SGD,64,768,avg,20,4,7.284235954,0.036111111
lstm,30,0.0001,SGD,64,768,max,10,4,7.466314554,0.036111111
lstm,30,0.0001,SGD,64,768,max,20,4,7.333380938,0.036111111
lstm,30,1.00E-05,SGD,64,64,max,20,3,2.551172495,0.036111111
lstm,30,1.00E-05,SGD,64,768,max,10,4,7.520369291,0.036111111
lstm,30,1.00E-05,SGD,768,768,max,10,4,6.154881954,0.036111111
lstm,50,0.001,adam,768,64,max,20,4,1.147628784,0.036111111
lstm,50,0.0001,adam,64,64,avg,10,3,2.740213633,0.036111111
lstm,50,0.0001,SGD,64,64,avg,10,4,2.848163605,0.036111111
lstm,50,1.00E-05,adam,768,64,avg,20,4,1.093019247,0.036111111
lstm,50,1.00E-05,adam,768,768,avg,10,3,7.698570728,0.036111111
lstm,100,0.001,adam,768,64,max,10,4,1.10877347,0.036111111
lstm,100,0.0001,adam,64,64,avg,20,3,2.75902915,0.036111111
lstm,100,0.0001,adam,64,64,max,10,3,2.849567175,0.036111111
lstm,100,0.0001,adam,64,64,max,20,4,2.556723118,0.036111111
lstm,100,0.0001,SGD,64,768,avg,10,4,12.73458385,0.036111111
lstm,100,1.00E-05,adam,64,64,max,20,4,3.024504423,0.036111111
lstm,100,1.00E-05,adam,768,768,avg,10,3,11.03768349,0.036111111
lstm,100,1.00E-05,adam,768,768,max,10,4,11.03175116,0.036111111
lstm,100,1.00E-05,SGD,64,768,max,10,4,12.47561193,0.036111111
lstm,100,1.00E-05,SGD,768,64,max,10,4,1.257793427,0.036111111
lstm,200,0.001,adam,768,64,avg,20,3,1.174471617,0.036111111
lstm,200,0.0001,adam,768,64,avg,20,4,1.060873032,0.036111111
lstm,200,0.0001,SGD,768,64,avg,20,3,1.076114893,0.036111111
lstm,200,1.00E-05,SGD,64,64,max,10,4,2.462668896,0.036111111
gru,30,0.001,SGD,64,64,max,10,4,2.402857065,0.036111111
gru,50,0.001,SGD,64,64,max,20,4,2.133315325,0.036111111
gru,50,1.00E-05,SGD,768,768,max,20,4,6.585534573,0.036111111
gru,100,0.001,SGD,64,768,avg,10,3,10.33317733,0.036111111
gru,100,0.0001,SGD,768,64,max,10,4,0.941463232,0.036111111
lstm,50,0.001,SGD,64,768,max,10,3,8.325214148,0.033333333
lstm,50,1.00E-05,SGD,768,768,max,10,3,8.090308428,0.033333333
lstm,100,1.00E-05,SGD,64,64,avg,20,3,2.397933722,0.033333333
lstm,200,1.00E-05,SGD,64,768,max,20,3,21.40823412,0.033333333
gru,30,1.00E-05,adam,64,64,avg,10,3,2.298649073,0.033333333
gru,30,1.00E-05,SGD,64,768,max,20,3,6.514875174,0.033333333
gru,50,0.001,SGD,64,768,max,10,3,7.189978361,0.033333333
gru,50,0.001,SGD,64,768,max,20,4,6.763215303,0.033333333
gru,100,0.001,SGD,64,768,avg,20,3,10.33545399,0.033333333
lstm,50,0.0001,SGD,64,64,avg,20,4,2.696124792,0.030555556
lstm,50,1.00E-05,adam,64,64,max,20,4,2.854674339,0.030555556
lstm,100,0.001,SGD,64,768,avg,10,4,12.32600021,0.030555556
lstm,200,0.001,adam,768,64,max,20,4,1.285573006,0.030555556
gru,100,0.0001,adam,64,64,avg,10,3,4.39545393,0.030555556
gru,100,1.00E-05,adam,64,64,max,20,3,2.288035393,0.030555556
gru,50,0.001,SGD,64,768,avg,20,4,6.881301641,0.027777778
gru,50,1.00E-05,adam,768,64,max,10,3,1.028137684,0.027777778
gru,100,0.0001,SGD,64,768,max,10,3,10.02619123,0.027777778
gru,50,0.001,SGD,64,64,avg,10,3,1.959538937,0.025
gru,50,1.00E-05,adam,64,64,avg,10,3,1.950991869,0.025
