model,lr,hidden_size,batch_size,pooling_style,num_layers,acc,time
rnn,0.0001,128,64,max,3,0.8603002502085071,63.826535877428554
rnn,0.0001,128,64,max,4,0.8565471226021685,52.704309162340664
rnn,0.0001,128,128,avg,1,0.8482068390325271,61.91103081954153
rnn,0.0001,128,128,avg,2,0.8369474562135113,69.25808755975021
rnn,0.0001,128,128,avg,3,0.8477898248540451,63.285074735942636
rnn,0.0001,128,128,avg,4,0.8427856547122602,73.15058457223992
rnn,0.0001,128,128,max,1,0.8569641367806505,73.89846600984272
rnn,0.0001,128,128,max,2,0.8548790658882403,63.21229432758532
rnn,0.0001,128,128,max,3,0.8632193494578816,89.49857009084602
rnn,0.0001,128,128,max,4,0.8482068390325271,63.41683237176193
cnn,0.001,64,64,avg,1,0.8819849874895747,45.60508226093493
cnn,0.001,64,64,avg,2,0.8765638031693077,42.16181604485763
cnn,0.001,64,64,avg,3,0.8748957464553795,52.98288244950144
cnn,0.001,64,64,avg,4,0.8840700583819849,46.11329028480932
cnn,0.001,64,64,max,1,0.8894912427022519,40.3385413320441
cnn,0.001,64,64,max,2,0.8911592994161801,69.83907599198191
cnn,0.001,64,64,max,3,0.890742285237698,26.429326910721628
cnn,0.001,64,64,max,4,0.8894912427022519,43.45680537976717
cnn,0.001,64,128,avg,1,0.8803169307756463,51.5009227551912
cnn,0.001,64,128,avg,2,0.8794829024186822,96.42400239643298
cnn,0.001,64,128,avg,3,0.8861551292743953,47.87696035284745
cnn,0.001,64,128,avg,4,0.8790658882402002,59.85310203150699
cnn,0.001,64,128,max,1,0.8990825688073395,52.76203155517578
cnn,0.001,64,128,max,2,0.9011676396997498,50.252362301475124
cnn,0.001,64,128,max,3,0.8978315262718932,55.402203610068874
cnn,0.001,64,128,max,4,0.8978315262718932,42.14738544664885
cnn,0.001,128,64,avg,1,0.8824020016680567,80.91801091244346
cnn,0.001,128,64,avg,2,0.8803169307756463,61.417253393875924
cnn,0.001,128,64,avg,3,0.8857381150959133,54.48805658440841
cnn,0.001,128,64,avg,4,0.8798999165971643,55.60172231573807
cnn,0.001,128,64,max,1,0.8928273561301084,51.29701212832802
cnn,0.001,128,64,max,2,0.890325271059216,64.95274995502673
cnn,0.001,128,64,max,3,0.8899082568807339,57.95265498914217
cnn,0.001,128,64,max,4,0.8936613844870726,44.773126903333164
cnn,0.001,128,128,avg,1,0.8828190158465388,47.42020054867393
cnn,0.001,128,128,avg,2,0.8824020016680567,47.397613525390625
cnn,0.001,128,128,avg,3,0.8869891576313594,52.736934862638776
cnn,0.001,128,128,avg,4,0.8803169307756463,47.968563280607526
cnn,0.001,128,128,max,1,0.8936613844870726,31.611793919613486
cnn,0.001,128,128,max,2,0.8936613844870726,55.833866721705384
cnn,0.001,128,128,max,3,0.8990825688073395,184.38038073087992
cnn,0.001,128,128,max,4,0.8944954128440367,29.0017378957648
cnn,0.0001,64,64,avg,1,0.8398665554628857,45.91251674451326
cnn,0.0001,64,64,avg,2,0.8423686405337781,57.61259480526573
cnn,0.0001,64,64,avg,3,0.8469557964970809,58.28957808645148
cnn,0.0001,64,64,avg,4,0.835279399499583,46.1603465833162
cnn,0.0001,64,64,max,1,0.8811509591326105,36.983740957159746
cnn,0.0001,64,64,max,2,0.8824020016680567,59.59774318494295
cnn,0.0001,64,64,max,3,0.8744787322768974,54.17811243157638
cnn,0.0001,64,64,max,4,0.8773978315262719,31.603637494538958
cnn,0.0001,64,128,avg,1,0.8315262718932444,40.07690831234581
cnn,0.0001,64,128,avg,2,0.8198498748957465,36.95237009148849
cnn,0.0001,64,128,avg,3,0.816930775646372,49.890969928942226
cnn,0.0001,64,128,avg,4,0.8311092577147623,57.944498564067636
cnn,0.0001,64,128,max,1,0.8636363636363636,68.60180904990749
cnn,0.0001,64,128,max,2,0.8444537114261885,36.88962836014597
cnn,0.0001,64,128,max,3,0.8569641367806505,29.491123400236432
cnn,0.0001,64,128,max,4,0.8586321934945789,34.17165655838816
cnn,0.0001,128,64,avg,1,0.859466221851543,71.18614096390574
cnn,0.0001,128,64,avg,2,0.8636363636363636,35.564522994192025
cnn,0.0001,128,64,avg,3,0.8686405337781484,48.959882635819284
cnn,0.0001,128,64,avg,4,0.8607172643869891,39.92821040906404
cnn,0.0001,128,64,max,1,0.8940783986655546,42.17687406037983
cnn,0.0001,128,64,max,2,0.8974145120934112,46.834820195248255
cnn,0.0001,128,64,max,3,0.8886572143452878,48.15365138806795
cnn,0.0001,128,64,max,4,0.8994995829858216,45.19224166870117
cnn,0.0001,128,128,avg,1,0.8482068390325271,42.127308092619245
cnn,0.0001,128,128,avg,2,0.8573811509591326,26.341488486842106
cnn,0.0001,128,128,avg,3,0.8569641367806505,50.11433049252159
cnn,0.0001,128,128,avg,4,0.8611342785654712,34.3347850598787
cnn,0.0001,128,128,max,1,0.896580483736447,52.977863110994036
cnn,0.0001,128,128,max,2,0.8890742285237698,72.64865072149979
cnn,0.0001,128,128,max,3,0.8790658882402002,31.550307022897822
cnn,0.0001,128,128,max,4,0.8886572143452878,79.24280668559827
gated_cnn,0.001,64,64,avg,1,0.896580483736447,82.91006088256836
gated_cnn,0.001,64,64,avg,2,0.8957464553794829,72.4892867238898
gated_cnn,0.001,64,64,avg,3,0.8874061718098415,60.7634845532869
gated_cnn,0.001,64,64,avg,4,0.8861551292743953,81.21477930169357
gated_cnn,0.001,64,64,max,1,0.8819849874895747,74.57168478714793
gated_cnn,0.001,64,64,max,2,0.8915763135946623,52.829792625025696
gated_cnn,0.001,64,64,max,3,0.8849040867389492,55.54399992290296
gated_cnn,0.001,64,64,max,4,0.890325271059216,70.2180360492907
gated_cnn,0.001,64,128,avg,1,0.8911592994161801,60.61227698075144
gated_cnn,0.001,64,128,avg,2,0.8857381150959133,55.32189419395045
gated_cnn,0.001,64,128,avg,3,0.896163469557965,66.59407364694695
gated_cnn,0.001,64,128,avg,4,0.896580483736447,65.92148228695518
gated_cnn,0.001,64,128,max,1,0.8882402001668057,65.91771778307464
gated_cnn,0.001,64,128,max,2,0.8874061718098415,52.625254580849095
gated_cnn,0.001,64,128,max,3,0.890325271059216,63.172139619526114
gated_cnn,0.001,64,128,max,4,0.890742285237698,65.8273696899414
gated_cnn,0.001,128,64,avg,1,0.8886572143452878,51.69353987041273
gated_cnn,0.001,128,64,avg,2,0.8928273561301084,80.10299582230418
gated_cnn,0.001,128,64,avg,3,0.8940783986655546,63.194726642809414
gated_cnn,0.001,128,64,avg,4,0.8911592994161801,67.62303804096423
gated_cnn,0.001,128,64,max,1,0.8928273561301084,67.4925352397718
gated_cnn,0.001,128,64,max,2,0.8924103419516264,55.294287832159746
gated_cnn,0.001,128,64,max,3,0.8990825688073395,60.323665016575866
gated_cnn,0.001,128,64,max,4,0.8978315262718932,63.52223848041735
gated_cnn,0.001,128,128,avg,1,0.8949124270225187,66.21636842426501
gated_cnn,0.001,128,128,avg,2,0.8924103419516264,60.04760139866879
gated_cnn,0.001,128,128,avg,3,0.8949124270225187,71.12653631913035
gated_cnn,0.001,128,128,avg,4,0.890325271059216,51.76192835757607
gated_cnn,0.001,128,128,max,1,0.8932443703085905,79.04328797992908
gated_cnn,0.001,128,128,max,2,0.8928273561301084,71.14159433465255
gated_cnn,0.001,128,128,max,3,0.8953294412010009,67.43857735081723
gated_cnn,0.001,128,128,max,4,0.9003336113427857,42.100956565455384
gated_cnn,0.0001,64,64,avg,1,0.8427856547122602,56.39164071334036
gated_cnn,0.0001,64,64,avg,2,0.8473728106755629,66.82496321828742
gated_cnn,0.0001,64,64,avg,3,0.8452877397831526,56.14067378797029
gated_cnn,0.0001,64,64,avg,4,0.8502919099249374,59.33799241718493
gated_cnn,0.0001,64,64,max,1,0.8794829024186822,69.99655773765163
gated_cnn,0.0001,64,64,max,2,0.8757297748123436,71.69623123972039
gated_cnn,0.0001,64,64,max,3,0.8882402001668057,64.64657030607525
gated_cnn,0.0001,64,64,max,4,0.8790658882402002,53.65421897486637
gated_cnn,0.0001,64,128,avg,1,0.8298582151793161,59.541903044048105
gated_cnn,0.0001,64,128,avg,2,0.8319432860717264,65.09956560636822
gated_cnn,0.0001,64,128,avg,3,0.8198498748957465,79.08720719186883
gated_cnn,0.0001,64,128,avg,4,0.835279399499583,42.17373697381271
gated_cnn,0.0001,64,128,max,1,0.8644703919933278,63.312681097733346
gated_cnn,0.0001,64,128,max,2,0.859883236030025,57.959556579589844
gated_cnn,0.0001,64,128,max,3,0.8644703919933278,50.03025657252262
gated_cnn,0.0001,64,128,max,4,0.8715596330275229,63.16712028101871
gated_cnn,0.0001,128,64,avg,1,0.8740617180984154,51.374184457879316
gated_cnn,0.0001,128,64,avg,2,0.8711426188490409,339.47731319226716
gated_cnn,0.0001,128,64,avg,3,0.8807339449541285,52.974726024426914
gated_cnn,0.0001,128,64,avg,4,0.8732276897414513,63.341542294150905
gated_cnn,0.0001,128,64,max,1,0.8932443703085905,67.2459602355957
gated_cnn,0.0001,128,64,max,2,0.8940783986655546,71.79975509643555
gated_cnn,0.0001,128,64,max,3,0.8986655546288573,63.51784655922338
gated_cnn,0.0001,128,64,max,4,0.8999165971643036,59.32418923628958
gated_cnn,0.0001,128,128,avg,1,0.8586321934945789,55.352010224994864
gated_cnn,0.0001,128,128,avg,2,0.859883236030025,89.6504050806949
gated_cnn,0.0001,128,128,avg,3,0.8623853211009175,73.92858204088714
gated_cnn,0.0001,128,128,avg,4,0.8603002502085071,91.03323283948396
gated_cnn,0.0001,128,128,max,1,0.8899082568807339,66.61038649709602
gated_cnn,0.0001,128,128,max,2,0.8919933277731443,47.45910042210629
gated_cnn,0.0001,128,128,max,3,0.8944954128440367,50.534700092516445
gated_cnn,0.0001,128,128,max,4,0.8969974979149291,54.766002454255755
stack_gated_cnn,0.001,64,64,avg,1,0.8686405337781484,95.60083088121917
stack_gated_cnn,0.001,64,64,avg,2,0.8849040867389492,146.86458989193565
stack_gated_cnn,0.001,64,64,avg,3,0.8690575479566305,210.70994828876695
stack_gated_cnn,0.001,64,64,avg,4,0.8769808173477899,280.46683261269015
stack_gated_cnn,0.001,64,64,max,1,0.8878231859883235,106.72870435212788
stack_gated_cnn,0.001,64,64,max,2,0.8936613844870726,167.42631008750513
stack_gated_cnn,0.001,64,64,max,3,0.8874061718098415,201.69647116410104
stack_gated_cnn,0.001,64,64,max,4,0.8940783986655546,289.39937290392425
stack_gated_cnn,0.001,64,128,avg,1,0.8919933277731443,96.18432898270457
stack_gated_cnn,0.001,64,128,avg,2,0.9040867389491243,152.61173248291016
stack_gated_cnn,0.001,64,128,avg,3,0.8807339449541285,229.64101088674445
stack_gated_cnn,0.001,64,128,avg,4,0.8832360300250208,269.23982720626026
stack_gated_cnn,0.001,64,128,max,1,0.8994995829858216,100.48213757966694
stack_gated_cnn,0.001,64,128,max,2,0.8936613844870726,158.16186603746917
stack_gated_cnn,0.001,64,128,max,3,0.8982485404503753,211.21878372995477
stack_gated_cnn,0.001,64,128,max,4,0.8953294412010009,270.4143524169922
stack_gated_cnn,0.001,128,64,avg,1,0.8890742285237698,107.70559310913086
