model_type,epoch,opt,lr,hidden_size,batch_size,pooling_style,time_value,acc,call_back,loss,precision
fast_text,5,adam,0.001,512,128,max,3,0.871506049228202,0.7891414141414141,0.3345954243342082,0.8159268929503917
fast_text,5,adam,0.001,512,128,last,2,0.6612432206925324,0.050505050505050504,0.5811826821168263,0.4
fast_text,5,sgd,0.1,128,128,avg,2,0.8139340842720066,0.5643939393939394,0.4629021410147349,0.8156934306569343
fast_text,5,sgd,0.1,128,128,max,3,0.8297872340425532,0.7247474747474747,2.1824731636047363,0.7513089005235603
fast_text,5,sgd,0.1,128,128,last,3,0.6528994576554026,0.04671717171717172,0.6241980441411337,0.32456140350877194
fast_text,5,sgd,0.1,512,128,avg,3,0.8589904046725073,0.7007575757575758,0.3756116338570913,0.8460365853658537
fast_text,5,sgd,0.1,512,128,max,2,0.4030037546933667,0.9936868686868687,7.507024564743042,0.35562584726615454
fast_text,5,sgd,0.1,512,128,last,3,0.6499791405924071,0.056818181818181816,0.6058543439706167,0.3284671532846715
fast_text,5,sgd,0.001,128,128,avg,2,0.6679182311222361,0.050505050505050504,0.6440752164522807,0.47619047619047616
fast_text,5,sgd,0.001,128,128,max,3,0.6812682519816438,0.13005050505050506,0.6087962476412455,0.5786516853932584
fast_text,5,sgd,0.001,128,128,last,3,0.6057571964956195,0.09722222222222222,0.6740988357861837,0.250814332247557
fast_text,5,sgd,0.001,512,128,avg,3,0.6946182728410513,0.08964646464646464,0.6288894367218018,0.8658536585365854
fast_text,5,sgd,0.001,512,128,max,3,0.7580308719232374,0.32702020202020204,0.5178225255012512,0.8464052287581699
fast_text,5,sgd,0.001,512,128,last,2,0.5903212348769294,0.08838383838383838,0.6775720834732055,0.21212121212121213
fast_text,15,adam,0.1,128,128,avg,8,0.8577388402169378,0.7828282828282829,0.3068741978208224,0.7858048162230672
fast_text,15,adam,0.1,128,128,max,8,0.8285356695869838,0.803030303030303,0.32481204544504483,0.7138047138047138
fast_text,15,adam,0.1,128,128,last,8,0.622444722569879,0.06944444444444445,0.9841005237897237,0.24663677130044842
fast_text,15,adam,0.1,512,128,avg,8,0.8356278681685441,0.7904040404040404,0.655196605126063,0.7330210772833724
fast_text,15,adam,0.1,512,128,max,8,0.8368794326241135,0.577020202020202,1.03271598726511,0.8908382066276803
fast_text,15,adam,0.1,512,128,last,8,0.6207759699624531,0.10353535353535354,2.623272933959961,0.2918149466192171
fast_text,15,adam,0.001,128,128,avg,8,0.8865248226950354,0.7866161616161617,0.26612109124660493,0.8581267217630854
fast_text,15,adam,0.001,128,128,max,8,0.8811013767209012,0.7891414141414141,0.2762835144996643,0.8411843876177658
fast_text,15,adam,0.001,128,128,last,8,0.6516478931998331,0.050505050505050504,0.5681321374575297,0.3252032520325203
fast_text,15,adam,0.001,512,128,avg,8,0.8790154359616187,0.7891414141414141,0.24557466546694437,0.8355614973262032
fast_text,15,adam,0.001,512,128,max,8,0.885273258239466,0.7537878787878788,0.22338906556367874,0.8818316100443131
fast_text,15,adam,0.001,512,128,last,8,0.6549853984146851,0.056818181818181816,0.566610525449117,0.36
fast_text,15,sgd,0.1,128,128,avg,8,0.8385481852315394,0.6578282828282829,0.41534585555394493,0.8178963893249608
fast_text,15,sgd,0.1,128,128,max,9,0.7788902795160617,0.8863636363636364,1.5602918712298075,0.6147110332749562
fast_text,15,sgd,0.1,128,128,last,9,0.6570713391739674,0.045454545454545456,0.6209925254185994,0.35294117647058826
fast_text,15,sgd,0.1,512,128,avg,8,0.8685857321652065,0.7310606060606061,0.33989073117574053,0.8502202643171806
fast_text,15,sgd,0.1,512,128,max,8,0.7743012098456404,0.9090909090909091,4.247971636454264,0.6055508830950378
fast_text,15,sgd,0.1,512,128,last,8,0.6570713391739674,0.050505050505050504,0.5926373974482219,0.36363636363636365
fast_text,15,sgd,0.001,128,128,avg,9,0.6829370045890697,0.07828282828282829,0.6113102467854817,0.6739130434782609
fast_text,15,sgd,0.001,128,128,max,9,0.7425949103045474,0.3181818181818182,0.5385636540253957,0.7659574468085106
fast_text,15,sgd,0.001,128,128,last,9,0.6028368794326241,0.06691919191919192,0.6561672695477804,0.19924812030075187
fast_text,15,sgd,0.001,512,128,avg,8,0.7196495619524406,0.16287878787878787,0.5652013381322225,0.9347826086956522
fast_text,15,sgd,0.001,512,128,max,8,0.7930746766791823,0.49242424242424243,0.4568080433209737,0.8057851239669421
fast_text,15,sgd,0.001,512,128,last,8,0.6261994159365875,0.050505050505050504,0.629023265838623,0.21739130434782608
bert_mid_layer,5,adam,0.1,128,128,avg,119,0.6695869837296621,0.0,0.6425055185953776,0.0
bert_mid_layer,5,adam,0.1,128,128,max,125,0.6695869837296621,0.0,0.6594800066947937,0.0
bert_mid_layer,5,adam,0.1,128,128,last,126,0.6695869837296621,0.0,0.6881170972188314,0.0
bert_mid_layer,5,adam,0.1,512,128,avg,128,0.6695869837296621,0.0,0.6435771338144938,0.0
bert_mid_layer,5,adam,0.1,512,128,max,128,0.6695869837296621,0.0,0.6747762393951416,0.0
bert_mid_layer,5,adam,0.1,512,128,last,128,0.6695869837296621,0.0,0.665440673828125,0.0
bert_mid_layer,5,adam,0.001,128,128,avg,129,0.6695869837296621,0.0,0.6469867610931397,0.0
bert_mid_layer,5,adam,0.001,128,128,max,129,0.3304130162703379,1.0,0.6447439177831014,0.3304130162703379
bert_mid_layer,5,adam,0.001,128,128,last,129,0.6695869837296621,0.0,0.6414790487289429,0.0
bert_mid_layer,5,adam,0.001,512,128,avg,129,0.6695869837296621,0.0,0.6398712015151977,0.0
bert_mid_layer,5,adam,0.001,512,128,max,129,0.3304130162703379,1.0,0.6453449296951294,0.3304130162703379
bert_mid_layer,5,adam,0.001,512,128,last,129,0.6695869837296621,0.0,0.6444785324732463,0.0
bert_mid_layer,5,sgd,0.1,128,128,avg,122,0.6695869837296621,0.0,0.6453935933113099,0.0
bert_mid_layer,5,sgd,0.1,128,128,max,122,0.3304130162703379,1.0,0.6550358311335246,0.3304130162703379
bert_mid_layer,5,sgd,0.1,128,128,last,121,0.6695869837296621,0.0,0.6803908697764078,0.0
bert_mid_layer,5,sgd,0.1,512,128,avg,115,0.6695869837296621,0.0,nan,0.0
bert_mid_layer,5,sgd,0.1,512,128,max,121,0.3304130162703379,1.0,0.6494391393661499,0.3304130162703379
bert_mid_layer,5,sgd,0.1,512,128,last,122,0.6695869837296621,0.0,0.652118870417277,0.0
bert_mid_layer,5,sgd,0.001,128,128,avg,122,0.8944513975803087,0.8017676767676768,0.2981477302312851,0.8686730506155951
bert_mid_layer,5,sgd,0.001,128,128,max,122,0.8948685857321652,0.7954545454545454,0.3093763850132624,0.875
bert_mid_layer,5,sgd,0.001,128,128,last,122,0.8923654568210263,0.8156565656565656,0.3138536568482717,0.8522427440633246
bert_mid_layer,5,sgd,0.001,512,128,avg,122,0.8944513975803087,0.8295454545454546,0.29522293468316396,0.847741935483871
bert_mid_layer,5,sgd,0.001,512,128,max,122,0.8994576554025866,0.821969696969697,0.30776729464530944,0.8668442077230359
bert_mid_layer,5,sgd,0.001,512,128,last,122,0.8931998331247393,0.7967171717171717,0.31140578965346016,0.8691460055096418
bert_mid_layer,15,adam,0.1,128,128,avg,381,0.6695869837296621,0.0,0.6447835119565328,0.0
bert_mid_layer,15,adam,0.1,128,128,max,382,0.6695869837296621,0.0,0.6801302353541057,0.0
bert_mid_layer,15,adam,0.1,128,128,last,382,0.6695869837296621,0.0,0.738405307928721,0.0
bert_mid_layer,15,adam,0.1,512,128,avg,382,0.6695869837296621,0.0,0.649777619043986,0.0
bert_mid_layer,15,adam,0.1,512,128,max,381,0.6695869837296621,0.0,0.6788173421223959,0.0
bert_mid_layer,15,adam,0.1,512,128,last,381,0.6695869837296621,0.0,0.7125078733762106,0.0
bert_mid_layer,15,adam,0.001,128,128,avg,382,0.6695869837296621,0.0,0.638666213353475,0.0
bert_mid_layer,15,adam,0.001,128,128,max,383,0.3304130162703379,1.0,0.6400429097811381,0.3304130162703379
bert_mid_layer,15,adam,0.001,128,128,last,383,0.6695869837296621,0.0,0.6395134019851685,0.0
bert_mid_layer,15,adam,0.001,512,128,avg,383,0.6695869837296621,0.0,0.638089672724406,0.0
bert_mid_layer,15,adam,0.001,512,128,max,383,0.6695869837296621,0.0,0.6418309434254964,0.0
bert_mid_layer,15,adam,0.001,512,128,last,383,0.6695869837296621,0.0,0.641959433555603,0.0
bert_mid_layer,15,sgd,0.1,128,128,avg,361,0.6695869837296621,0.0,0.6391510430971782,0.0
bert_mid_layer,15,sgd,0.1,128,128,max,361,0.3304130162703379,1.0,0.6429646571477254,0.3304130162703379
bert_mid_layer,15,sgd,0.1,128,128,last,361,0.6695869837296621,0.0,0.6504848909378051,0.0
bert_mid_layer,15,sgd,0.1,512,128,avg,336,0.6695869837296621,0.0,nan,0.0
bert_mid_layer,15,sgd,0.1,512,128,max,360,0.6695869837296621,0.0,0.6426265541712443,0.0
bert_mid_layer,15,sgd,0.1,512,128,last,361,0.6695869837296621,0.0,0.6515729689598083,0.0
bert_mid_layer,15,sgd,0.001,128,128,avg,362,0.8982060909470171,0.7992424242424242,0.2489695722858111,0.8816155988857939
bert_mid_layer,15,sgd,0.001,128,128,max,362,0.9040467250730079,0.8522727272727273,0.24742867092291515,0.8565989847715736
bert_mid_layer,15,sgd,0.001,128,128,last,361,0.9044639132248644,0.8244949494949495,0.2582904102404912,0.8788694481830417
bert_mid_layer,15,sgd,0.001,512,128,avg,362,0.9011264080100125,0.8295454545454546,0.2525141712029775,0.8656126482213439
bert_mid_layer,15,sgd,0.001,512,128,max,362,0.9061326658322904,0.8169191919191919,0.24825527409712472,0.889958734525447
bert_mid_layer,15,sgd,0.001,512,128,last,361,0.9044639132248644,0.8472222222222222,0.2580260632435481,0.8613607188703466
gated_cnn,5,adam,0.1,128,128,avg,3,0.8719232373800584,0.7853535353535354,0.23850533684094746,0.8194993412384717
gated_cnn,5,adam,0.1,128,128,max,3,0.6666666666666666,0.021464646464646464,1.4752925284703573,0.4146341463414634
gated_cnn,5,adam,0.1,128,128,last,3,0.6287025448477264,0.09974747474747475,20.244965909322104,0.30859375
gated_cnn,5,adam,0.1,512,128,avg,6,0.5527743012098456,0.9444444444444444,2.9368894044558207,0.42117117117117114
gated_cnn,5,adam,0.1,512,128,max,6,0.7922403003754693,0.678030303030303,58.72410124460856,0.6884615384615385
gated_cnn,5,adam,0.1,512,128,last,6,0.6111806424697539,0.13005050505050506,492.4376985677083,0.2976878612716763
gated_cnn,5,adam,0.001,128,128,avg,3,0.8927826449728827,0.7891414141414141,0.2592887355883916,0.8741258741258742
gated_cnn,5,adam,0.001,128,128,max,3,0.8915310805173133,0.7891414141414141,0.13501549194256465,0.8704735376044568
gated_cnn,5,adam,0.001,128,128,last,3,0.6591572799332499,0.07954545454545454,0.5555844759941101,0.41721854304635764
gated_cnn,5,adam,0.001,512,128,avg,6,0.86816854401335,0.821969696969697,0.17632368087768555,0.788135593220339
gated_cnn,5,adam,0.001,512,128,max,6,0.8802670004171882,0.8042929292929293,0.053246939728657405,0.8283485045513654
gated_cnn,5,adam,0.001,512,128,last,6,0.6570713391739674,0.06565656565656566,0.5245602401097615,0.3880597014925373
gated_cnn,5,sgd,0.1,128,128,avg,2,0.836462244472257,0.6426767676767676,0.4198621300856272,0.8236245954692557
gated_cnn,5,sgd,0.1,128,128,max,3,0.8877763871506049,0.8169191919191919,0.23155519624551138,0.8391699092088197
gated_cnn,5,sgd,0.1,128,128,last,2,0.6599916562369629,0.036616161616161616,0.6034900379180909,0.35802469135802467
gated_cnn,5,sgd,0.1,512,128,avg,5,0.8811013767209012,0.7702020202020202,0.3438079067071279,0.8555399719495091
gated_cnn,5,sgd,0.1,512,128,max,5,0.8919482686691698,0.7916666666666666,0.11167910595734915,0.869625520110957
gated_cnn,5,sgd,0.1,512,128,last,5,0.6595744680851063,0.06439393939393939,0.57849524974823,0.40476190476190477
gated_cnn,5,sgd,0.001,128,128,avg,2,0.639549436795995,0.14393939393939395,0.686029794216156,0.38
gated_cnn,5,sgd,0.001,128,128,max,3,0.6741760534000835,0.013888888888888888,0.6014622688293457,1.0
gated_cnn,5,sgd,0.001,128,128,last,3,0.6303712974551523,0.06439393939393939,0.6706825629870097,0.2602040816326531
gated_cnn,5,sgd,0.001,512,128,avg,5,0.6691697955778055,0.0,0.64758828719457,0.0
gated_cnn,5,sgd,0.001,512,128,max,5,0.7146433041301627,0.15025252525252525,0.5530903108914693,0.9153846153846154
gated_cnn,5,sgd,0.001,512,128,last,5,0.6353775552774301,0.05303030303030303,0.6637535842259725,0.25301204819277107
gated_cnn,15,adam,0.1,128,128,avg,8,0.8164372131831455,0.7803030303030303,4.47675922870636,0.6990950226244343
gated_cnn,15,adam,0.1,128,128,max,8,0.7158948685857321,0.16161616161616163,0.6405446418126424,0.8827586206896552
gated_cnn,15,adam,0.1,128,128,last,8,0.6403838130997079,0.12247474747474747,22.38359104792277,0.36742424242424243
gated_cnn,15,adam,0.1,512,128,avg,17,0.8168544013350021,0.8320707070707071,189.09815714518228,0.6829015544041451
gated_cnn,15,adam,0.1,512,128,max,17,0.8285356695869838,0.6553030303030303,66.07794873555501,0.7899543378995434
gated_cnn,15,adam,0.1,512,128,last,17,0.6186900292031706,0.10479797979797979,684.2731256103516,0.2881944444444444
gated_cnn,15,adam,0.001,128,128,avg,8,0.8760951188986232,0.7941919191919192,0.09987547894318899,0.8243774574049804
gated_cnn,15,adam,0.001,128,128,max,8,0.8777638715060492,0.8042929292929293,0.00785010529992481,0.8219354838709677
gated_cnn,15,adam,0.001,128,128,last,8,0.6449728827701293,0.09974747474747475,0.47966126561164857,0.3640552995391705
gated_cnn,15,adam,0.001,512,128,avg,17,0.8639966624947851,0.7815656565656566,0.015093134795315565,0.8018134715025906
gated_cnn,15,adam,0.001,512,128,max,17,0.8823529411764706,0.8055555555555556,0.011262027676372478,0.8328981723237598
gated_cnn,15,adam,0.001,512,128,last,17,0.6520650813516896,0.08333333333333333,0.460631666580836,0.3793103448275862
gated_cnn,15,sgd,0.1,128,128,avg,8,0.8731748018356279,0.7373737373737373,0.3542612282435099,0.8588235294117647
gated_cnn,15,sgd,0.1,128,128,max,8,0.8823529411764706,0.7840909090909091,0.04007269891599814,0.8483606557377049
gated_cnn,15,sgd,0.1,128,128,last,8,0.6587400917813934,0.06186868686868687,0.583574120203654,0.3951612903225806
gated_cnn,15,sgd,0.1,512,128,avg,16,0.8894451397580309,0.7954545454545454,0.27494105577468875,0.859481582537517
gated_cnn,15,sgd,0.1,512,128,max,16,0.8927826449728827,0.8080808080808081,0.00911448162359496,0.8590604026845637
gated_cnn,15,sgd,0.1,512,128,last,16,0.6604088443888193,0.08333333333333333,0.5418078982830048,0.42857142857142855
gated_cnn,15,sgd,0.001,128,128,avg,8,0.6695869837296621,0.0,0.63643501440684,0.0
gated_cnn,15,sgd,0.001,128,128,max,8,0.7083854818523154,0.12626262626262627,0.5630817421277364,0.9345794392523364
gated_cnn,15,sgd,0.001,128,128,last,8,0.6604088443888193,0.005050505050505051,0.6494778855641683,0.13333333333333333
gated_cnn,15,sgd,0.001,512,128,avg,16,0.6804338756779308,0.03535353535353535,0.5958559934298198,0.9333333333333333
gated_cnn,15,sgd,0.001,512,128,max,16,0.8160200250312891,0.5542929292929293,0.4388126254081726,0.8330170777988615
gated_cnn,15,sgd,0.001,512,128,last,16,0.6629119732999583,0.011363636363636364,0.6359209640820821,0.2647058823529412
stack_gated_cnn,5,adam,0.1,128,128,avg,3,0.8785982478097623,0.7702020202020202,0.2473248028755188,0.8484005563282336
stack_gated_cnn,5,adam,0.1,128,128,max,3,0.8635794743429287,0.7904040404040404,0.22915870467821756,0.795425667090216
stack_gated_cnn,5,adam,0.1,128,128,last,3,0.5707133917396746,0.8005050505050505,0.5592453018824259,0.4212624584717608
stack_gated_cnn,5,adam,0.1,512,128,avg,7,0.8727576136837714,0.8055555555555556,0.2383859137694041,0.8086185044359949
stack_gated_cnn,5,adam,0.1,512,128,max,7,0.8719232373800584,0.7512626262626263,0.2127016638716062,0.8439716312056738
stack_gated_cnn,5,adam,0.1,512,128,last,7,0.6741760534000835,0.047979797979797977,0.5773525321483612,0.5846153846153846
stack_gated_cnn,5,adam,0.001,128,128,avg,3,0.8856904463913224,0.7891414141414141,0.24308943033218383,0.8538251366120219
stack_gated_cnn,5,adam,0.001,128,128,max,3,0.8982060909470171,0.827020202020202,0.16379867921272914,0.8595800524934383
stack_gated_cnn,5,adam,0.001,128,128,last,3,0.6687526074259491,0.06818181818181818,0.55388569633166,0.4909090909090909
stack_gated_cnn,5,adam,0.001,512,128,avg,7,0.8635794743429287,0.851010101010101,0.15129381984472276,0.7633069082672707
stack_gated_cnn,5,adam,0.001,512,128,max,7,0.8794326241134752,0.8358585858585859,0.04776273603240649,0.8063337393422655
stack_gated_cnn,5,adam,0.001,512,128,last,7,0.6587400917813934,0.07449494949494949,0.5261337812741598,0.4097222222222222
stack_gated_cnn,5,sgd,0.1,128,128,avg,3,0.8468919482686692,0.6931818181818182,0.4110986240704854,0.8157503714710252
stack_gated_cnn,5,sgd,0.1,128,128,max,3,0.8886107634543179,0.7815656565656566,0.31383584419886273,0.8681626928471248
stack_gated_cnn,5,sgd,0.1,128,128,last,3,0.5786399666249479,0.7108585858585859,0.6028330334027608,0.41889880952380953
stack_gated_cnn,5,sgd,0.1,512,128,avg,6,0.8727576136837714,0.726010101010101,0.3670303169886271,0.8672699849170438
stack_gated_cnn,5,sgd,0.1,512,128,max,6,0.8802670004171882,0.7714646464646465,0.2987976801395416,0.8521617852161785
stack_gated_cnn,5,sgd,0.1,512,128,last,6,0.5798915310805173,0.76010101010101,0.6014939554532369,0.42424242424242425
stack_gated_cnn,5,sgd,0.001,128,128,avg,3,0.6733416770963705,0.013888888888888888,0.6292269627253214,0.8461538461538461
stack_gated_cnn,5,sgd,0.001,128,128,max,3,0.706299541093033,0.1919191919191919,0.5778198484579722,0.7037037037037037
stack_gated_cnn,5,sgd,0.001,128,128,last,3,0.6078431372549019,0.08712121212121213,0.6658176898956298,0.24125874125874125
stack_gated_cnn,5,sgd,0.001,512,128,avg,6,0.7008760951188986,0.1717171717171717,0.5871496637662251,0.6903553299492385
stack_gated_cnn,5,sgd,0.001,512,128,max,6,0.7734668335419274,0.4255050505050505,0.4974062709013621,0.7929411764705883
stack_gated_cnn,5,sgd,0.001,512,128,last,6,0.655819774718398,0.023989898989898988,0.6267045331001282,0.2676056338028169
stack_gated_cnn,15,adam,0.1,128,128,avg,9,0.866499791405924,0.7234848484848485,0.1700359970331192,0.8501483679525222
stack_gated_cnn,15,adam,0.1,128,128,max,9,0.8485607008760951,0.7904040404040404,0.12651410296559334,0.7606318347509113
stack_gated_cnn,15,adam,0.1,128,128,last,9,0.6562369628702545,0.07575757575757576,0.5012829844156901,0.39473684210526316
stack_gated_cnn,15,adam,0.1,512,128,avg,21,0.8652482269503546,0.7285353535353535,0.16384515047073364,0.8423357664233576
stack_gated_cnn,15,adam,0.1,512,128,max,21,0.8581560283687943,0.8131313131313131,0.1271899476647377,0.7703349282296651
stack_gated_cnn,15,adam,0.1,512,128,last,21,0.656654151022111,0.07323232323232323,0.5134673742453257,0.3945578231292517
stack_gated_cnn,15,adam,0.001,128,128,avg,9,0.8752607425949103,0.7575757575757576,0.035584689689179265,0.8486562942008486
stack_gated_cnn,15,adam,0.001,128,128,max,9,0.886942010846892,0.8308080808080808,0.012645690571516752,0.8276729559748428
stack_gated_cnn,15,adam,0.001,128,128,last,9,0.6520650813516896,0.09974747474747475,0.47074353098869326,0.395
stack_gated_cnn,15,adam,0.001,512,128,avg,21,0.8748435544430538,0.7651515151515151,0.028944482405980427,0.8416666666666667
stack_gated_cnn,15,adam,0.001,512,128,max,21,0.8881935753024615,0.8181818181818182,0.008235051510855556,0.8393782383419689
stack_gated_cnn,15,adam,0.001,512,128,last,21,0.6545682102628285,0.07323232323232323,0.45219589352607725,0.3815789473684211
stack_gated_cnn,15,sgd,0.1,128,128,avg,9,0.8811013767209012,0.7777777777777778,0.32296668787797295,0.8496551724137931
stack_gated_cnn,15,sgd,0.1,128,128,max,9,0.8919482686691698,0.8143939393939394,0.15202454139788946,0.8520475561426685
stack_gated_cnn,15,sgd,0.1,128,128,last,9,0.6649979140592407,0.022727272727272728,0.5889826563994089,0.3829787234042553
stack_gated_cnn,15,sgd,0.1,512,128,avg,20,0.8735919899874843,0.6994949494949495,0.28230200946331024,0.8949919224555735
stack_gated_cnn,15,sgd,0.1,512,128,max,20,0.8823529411764706,0.7967171717171717,0.06073275456825892,0.839095744680851
stack_gated_cnn,15,sgd,0.1,512,128,last,20,0.5682102628285357,0.7651515151515151,0.5729431915283203,0.41649484536082476
stack_gated_cnn,15,sgd,0.001,128,128,avg,9,0.6808510638297872,0.08838383838383838,0.6022453761100769,0.6194690265486725
stack_gated_cnn,15,sgd,0.001,128,128,max,9,0.769712140175219,0.41035353535353536,0.5037644282976786,0.7926829268292683
stack_gated_cnn,15,sgd,0.001,128,128,last,9,0.6433041301627034,0.04419191919191919,0.6274643079439799,0.2631578947368421
stack_gated_cnn,15,sgd,0.001,512,128,avg,20,0.7630371297455152,0.3648989898989899,0.5202215548356374,0.8163841807909604
stack_gated_cnn,15,sgd,0.001,512,128,max,20,0.8277012932832708,0.6313131313131313,0.41103320678075156,0.8051529790660226
stack_gated_cnn,15,sgd,0.001,512,128,last,20,0.6637463496036713,0.006313131313131313,0.604841661453247,0.20833333333333334
rcnn,5,adam,0.1,128,128,avg,3,0.7909887359198998,0.6477272727272727,0.5451170444488526,0.6979591836734694
rcnn,5,adam,0.1,128,128,max,3,0.7955778055903212,0.5340909090909091,0.565369211435318,0.7775735294117647
rcnn,5,adam,0.1,128,128,last,3,0.6349603671255737,0.15404040404040403,1.1892036286989849,0.3730886850152905
rcnn,5,adam,0.1,512,128,avg,9,0.8035043804755945,0.5694444444444444,0.6430120086669922,0.7762478485370051
rcnn,5,adam,0.1,512,128,max,9,0.7914059240717564,0.4292929292929293,35.3897248840332,0.8762886597938144
rcnn,5,adam,0.1,512,128,last,9,0.541093032957864,0.5075757575757576,6.981251777013143,0.36151079136690645
rcnn,5,adam,0.001,128,128,avg,3,0.8911138923654568,0.803030303030303,0.2931281155347824,0.8582995951417004
rcnn,5,adam,0.001,128,128,max,3,0.8898623279098874,0.8320707070707071,0.21964314758777617,0.8341772151898734
rcnn,5,adam,0.001,128,128,last,3,0.6633291614518148,0.0707070707070707,0.5788676540056864,0.4409448818897638
rcnn,5,adam,0.001,512,128,avg,9,0.8781810596579057,0.8207070707070707,0.2610531077782313,0.8125
rcnn,5,adam,0.001,512,128,max,9,0.8735919899874843,0.7588383838383839,0.17391654193401337,0.8429172510518934
rcnn,5,adam,0.001,512,128,last,9,0.657488527325824,0.1414141414141414,0.5672580750783285,0.4426877470355731
rcnn,5,sgd,0.1,128,128,avg,3,0.8156028368794326,0.6161616161616161,0.44944648186365765,0.7795527156549521
rcnn,5,sgd,0.1,128,128,max,3,0.8823529411764706,0.7676767676767676,0.32780205249786376,0.8611898016997167
rcnn,5,sgd,0.1,128,128,last,3,0.6649979140592407,0.003787878787878788,0.6177774953842163,0.17647058823529413
rcnn,5,sgd,0.1,512,128,avg,9,0.8635794743429287,0.7133838383838383,0.35284272094567615,0.849624060150376
rcnn,5,sgd,0.1,512,128,max,9,0.8986232790988736,0.7752525252525253,0.2560258442163467,0.9042709867452136
rcnn,5,sgd,0.1,512,128,last,9,0.6654151022110972,0.030303030303030304,0.5902918326854706,0.41379310344827586
rcnn,5,sgd,0.001,128,128,avg,3,0.6700041718815186,0.0025252525252525255,0.6801875329017639,0.6666666666666666
rcnn,5,sgd,0.001,128,128,max,3,0.6695869837296621,0.0,0.6309176389376322,0.0
rcnn,5,sgd,0.001,128,128,last,3,0.6604088443888193,0.016414141414141416,0.671588789621989,0.2708333333333333
rcnn,5,sgd,0.001,512,128,avg,9,0.6695869837296621,0.0,0.6614164264996847,0.0
rcnn,5,sgd,0.001,512,128,max,9,0.6695869837296621,0.0,0.620832269191742,0.0
rcnn,5,sgd,0.001,512,128,last,9,0.6687526074259491,0.0012626262626262627,0.6641377782821656,0.25
rcnn,15,adam,0.1,128,128,avg,9,0.8164372131831455,0.7411616161616161,0.7942773338158925,0.7141119221411192
rcnn,15,adam,0.1,128,128,max,9,0.6691697955778055,0.006313131313131313,1.4746047345797222,0.45454545454545453
rcnn,15,adam,0.1,128,128,last,9,0.576136837713809,0.4671717171717172,0.7511907092730205,0.38381742738589214
rcnn,15,adam,0.1,512,128,avg,28,0.7880684188569045,0.6414141414141414,20.096842562357583,0.6939890710382514
rcnn,15,adam,0.1,512,128,max,28,0.7279933249895703,0.5492424242424242,64.77143280029297,0.5958904109589042
rcnn,15,adam,0.1,512,128,last,28,0.5490196078431373,0.5303030303030303,9.055733521779379,0.3720106288751107
rcnn,15,adam,0.001,128,128,avg,9,0.8765123070504798,0.7777777777777778,0.1938348591327667,0.8369565217391305
rcnn,15,adam,0.001,128,128,max,9,0.8898623279098874,0.797979797979798,0.024410732661684354,0.8586956521739131
rcnn,15,adam,0.001,128,128,last,9,0.6533166458072591,0.09595959595959595,0.5195875501632691,0.39790575916230364
rcnn,15,adam,0.001,512,128,avg,27,0.8723404255319149,0.7714646464646465,0.10811229785283406,0.8301630434782609
rcnn,15,adam,0.001,512,128,max,28,0.8635794743429287,0.7512626262626263,0.03661474245289961,0.8206896551724138
rcnn,15,adam,0.001,512,128,last,28,0.6478931998331248,0.0707070707070707,0.4882100045681,0.34146341463414637
rcnn,15,sgd,0.1,128,128,avg,9,0.8552357113057989,0.6994949494949495,0.3755111106236776,0.8355957767722474
rcnn,15,sgd,0.1,128,128,max,9,0.8906967042136004,0.773989898989899,0.20188808540503184,0.8807471264367817
rcnn,15,sgd,0.1,128,128,last,9,0.6641635377555277,0.04924242424242424,0.595280475616455,0.42857142857142855
rcnn,15,sgd,0.1,512,128,avg,26,0.8831873174801835,0.7929292929292929,0.3103152298927307,0.8440860215053764
rcnn,15,sgd,0.1,512,128,max,27,0.885273258239466,0.7462121212121212,0.07243825847903887,0.8887218045112782
rcnn,15,sgd,0.1,512,128,last,26,0.6608260325406758,0.11237373737373738,0.5680663975079855,0.4472361809045226
rcnn,15,sgd,0.001,128,128,avg,9,0.6695869837296621,0.0,0.643906500339508,0.0
rcnn,15,sgd,0.001,128,128,max,9,0.6695869837296621,0.0,0.6233202187220256,0.0
rcnn,15,sgd,0.001,128,128,last,9,0.6695869837296621,0.0,0.6532187787691752,0.0
rcnn,15,sgd,0.001,512,128,avg,26,0.6695869837296621,0.0,0.6336892731984456,0.0
rcnn,15,sgd,0.001,512,128,max,27,0.6745932415519399,0.015151515151515152,0.5797656321525574,1.0
rcnn,15,sgd,0.001,512,128,last,26,0.6691697955778055,0.0,0.6463260984420777,0.0
lstm,5,adam,0.1,128,128,avg,3,0.7651230705047977,0.5492424242424242,0.52182901263237,0.6786271450858035
lstm,5,adam,0.1,128,128,max,3,0.8352106800166875,0.6654040404040404,0.445881253083547,0.802130898021309
lstm,5,adam,0.1,128,128,last,3,0.6257822277847309,0.21085858585858586,0.6883823887507121,0.3804100227790433
lstm,5,adam,0.1,512,128,avg,11,0.8097622027534418,0.6603535353535354,0.45903281966845194,0.7366197183098592
lstm,5,adam,0.1,512,128,max,11,0.7334167709637046,0.5669191919191919,2.227038728396098,0.6026845637583893
lstm,5,adam,0.1,512,128,last,11,0.6554025865665415,0.19696969696969696,1.391250142256419,0.4508670520231214
lstm,5,adam,0.001,128,128,avg,3,0.8773466833541927,0.7676767676767676,0.31806083818276726,0.8467966573816156
lstm,5,adam,0.001,128,128,max,3,0.886107634543179,0.7866161616161617,0.2921638818581899,0.8569463548830811
